UF,Programa Nacional,Previsto Original em 2025,Previsto Ajustado em 2025,Despesa Executado em 2025,Total de Atendimentos em 2025,,Ano,Mes,Previsto Original em 2024,Previsto Ajustado em 2024,Despesa Executado em 2024,Total de Atendimentos em 2024,Previsto Original em 2023,Previsto Ajustado em 2023,Despesa Executado em 2023,Total de Atendimentos em 2023,Previsto Original em 2022,Previsto Ajustado em 2022,Despesa Executado em 2022,Total de Atendimentos em 2022,Previsto Original em 2021,Previsto Ajustado em 2021,Despesa Executado em 2021,Total de Atendimentos em 2021,Previsto Original em 2020,Previsto Ajustado em 2020,Despesa Executado em 2020,Total de Atendimentos em 2020,Previsto Original em 2019,Previsto Ajustado em 2019,Despesa Executado em 2019,Total de Atendimentos em 2019,Previsto Original em 2018,Previsto Ajustado em 2018,Despesa Executado em 2018,Total de Atendimentos em 2018,Previsto Original em 2017,Previsto Ajustado em 2017,Despesa Executado em 2017,Total de Atendimentos em 2017,Previsto Original em 2016,Previsto Ajustado em 2016,Despesa Executado em 2016,Total de Atendimentos em 2016,Previsto Original em 2015,Previsto Ajustado em 2015,Despesa Executado em 2015,Total de Atendimentos em 2015
CE,Cliente 360,nan,nan,nan,nan,,2024,Novembro,"R$42.382.990,00","R$44.159.514,00","R$30.927.269,75",358.907,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Conecta Tech,nan,nan,nan,nan,,2024,Novembro,"R$367.610,00","R$367.610,00","R$0,00",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Conexão Financeira,nan,nan,nan,nan,,2024,Novembro,"R$150.000,00","R$100.000,00","R$46.245,38",69,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,DataBiz,nan,nan,nan,nan,,2024,Novembro,"R$82.500,00","R$91.440,00","R$90.640,66",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Educação que Transforma,nan,nan,nan,nan,,2024,Novembro,"R$4.173.000,00","R$4.093.135,00","R$3.556.490,36",316.575,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Governança Empreendedora,nan,nan,nan,nan,,2024,Novembro,"R$400.000,00","R$102.000,00","R$97.460,00",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Impulsionar Negócios,nan,nan,nan,nan,,2024,Novembro,"R$37.137.450,00","R$41.957.774,00","R$35.482.865,70",30.060,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Impulso Tecnológico,nan,nan,nan,nan,,2024,Novembro,"R$4.861.081,00","R$10.346.238,00","R$7.530.488,73",21.452,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Plural,nan,nan,nan,nan,,2024,Novembro,"R$750.000,00","R$1.986.194,00","R$1.341.183,28",4.055,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Transformar Juntos,nan,nan,nan,nan,,2024,Novembro,"R$7.776.000,00","R$12.034.466,00","R$7.081.294,22",5.744,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Ambiente de Negócios,nan,nan,nan,nan,,2023,Novembro,nan,nan,nan,nan,"R$13.751.714,00","R$15.169.714,00","R$6.460.139,88",1.609,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Brasil + Competitivo,nan,nan,nan,nan,,2023,Novembro,nan,nan,nan,nan,"R$36.603.314,00","R$35.467.839,00","R$24.055.476,67",26.900,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Brasil + Inovador,nan,nan,nan,nan,,2023,Novembro,nan,nan,nan,nan,"R$10.191.754,00","R$10.165.535,00","R$2.850.857,29",18.522,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Cliente em Foco,nan,nan,nan,nan,,2023,Novembro,nan,nan,nan,nan,"R$43.541.477,00","R$43.811.047,00","R$26.401.536,34",312.013,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Educação Empreendedora,nan,nan,nan,nan,,2023,Novembro,nan,nan,nan,nan,"R$4.322.500,00","R$5.374.833,00","R$4.691.633,81",276.093,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Gestão da Marca Sebrae,nan,nan,nan,nan,,2023,Novembro,nan,nan,nan,nan,"R$974.116,00","R$1.068.116,00","R$871.117,23",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Inteligência de Dados,nan,nan,nan,nan,,2023,Novembro,nan,nan,nan,nan,"R$2.189.500,00","R$2.222.000,00","R$1.202.822,27",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Ambiente de Negócios,nan,nan,nan,nan,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$3.751.692,00","R$2.835.761,34",51,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Brasil + Competitivo,nan,nan,nan,nan,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,"R$26.321.987,00","R$25.804.899,00","R$19.471.076,81",30.238,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Brasil + Inovador,nan,nan,nan,nan,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$3.248.673,00","R$2.705.422,25",6.437,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Cliente em Foco,nan,nan,nan,nan,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$31.086.506,00","R$23.482.746,34",310.065,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Educação Empreendedora,nan,nan,nan,nan,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,"R$985.000,00","R$3.535.880,00","R$3.068.627,10",52.218,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Gestão da Marca Sebrae,nan,nan,nan,nan,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$974.116,00","R$974.012,81",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Inteligência de Dados,nan,nan,nan,nan,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$2.337.500,00","R$80.000,00",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Portfólio em Rede,nan,nan,nan,nan,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,"R$900.000,00","R$221.000,00","R$191.643,65",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,PROGRAMA NACIONAL - Transformação Organizacional,nan,nan,nan,nan,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$349.000,00","R$200.573,95",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Sebrae + Finanças,nan,nan,nan,nan,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,"R$300.000,00","R$40.001,00","R$4.657,66",253,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Ambiente de Negócios,nan,nan,nan,nan,,2021,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$2.479.384,00","R$5.685.579,00","R$2.531.563,99",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Brasil + Competitivo,nan,nan,nan,nan,,2021,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$8.951.375,00","R$6.581.617,34",15.867,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Brasil + Inovador,nan,nan,nan,nan,,2021,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$2.408.551,00","R$1.364.379,73",2.384,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Cliente em Foco,nan,nan,nan,nan,,2021,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$24.204.679,00","R$18.910.593,87",359.583,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Educação Empreendedora,nan,nan,nan,nan,,2021,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$1.010.000,00","R$776.390,44",31.598,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Gestão da Marca Sebrae,nan,nan,nan,nan,,2021,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$1.278.617,00","R$391.494,20",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Gestão Estratégica de Pessoas,nan,nan,nan,nan,,2021,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$4.175.241,00","R$3.420.188,00","R$3.011.432,55",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Inteligência de Dados,nan,nan,nan,nan,,2021,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$610.434,00","R$610.434,00",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Portfólio em Rede,nan,nan,nan,nan,,2021,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$310.000,00","R$83.050,00",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Sebrae + Finanças,nan,nan,nan,nan,,2021,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$100.000,00","R$100.000,00","R$56.500,00",659,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,T.I 5.0,nan,nan,nan,nan,,2021,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$4.000,00","R$3.750,00",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Ambiente de Negócios,nan,nan,nan,nan,,2020,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$3.970.240,00","R$834.412,91",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,"Ambiente de Negócios Simplificado, Favorecido e Diferenciado - DESATIVADO",nan,nan,nan,nan,,2020,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$933.298,00","R$0,00",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Brasil + Competitivo,nan,nan,nan,nan,,2020,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$5.741.766,00","R$2.078.432,23",2.262,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Brasil + Empreendedor,nan,nan,nan,nan,,2020,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$4.827.890,00","R$198.000,00","R$12.000,00",202,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Brasil + Inovador,nan,nan,nan,nan,,2020,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$628.714,00","R$89.184,98",962,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Cliente em Foco,nan,nan,nan,nan,,2020,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$22.103.691,00","R$15.583.364,87",178.073,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Educação Empreendedora,nan,nan,nan,nan,,2020,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$648.000,00","R$577.567,00",6.880,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Gestão Estratégica de Pessoas,nan,nan,nan,nan,,2020,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$7.747.668,00","R$4.725.250,00","R$3.998.478,54",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Portfólio em Rede,nan,nan,nan,nan,,2020,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$360.000,00","R$843.700,00","R$43.475,00",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Sebrae + Finanças,nan,nan,nan,nan,,2020,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$44.000,00","R$3.600,00",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Acordo Sebrae & Petrobras - PET,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$10.000,00","R$6.408,47",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Alimentos e Bebidas,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$977.074,00","R$2.300.281,00","R$1.303.357,18",4.904,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Atendimento ao Cliente - Presencial,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$30.231.920,00","R$32.796.826,00","R$25.022.055,24",126.352,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Atendimento ao Cliente - Remoto,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$1.170.773,00","R$934.773,00","R$710.299,08",106.891,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Casa e Construção,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$290.944,00","R$241.724,54",135,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Chamada 001-2018 - Projetos Especiais - Transformação Digital,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$613.486,00","R$733.155,00","R$240.315,87",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,"Convênio Sebrae, MTUR e Embratur",nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$3.332.000,00","R$1.511.747,16",2.920,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Desburocratização pela Implementação da REDESIMPLES,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$134.185,00","R$111.322,67",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Desenvolvimento de Fornecedores,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$50.000,00","R$50.000,00","R$0,00",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Economia Criativa,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$146.000,00","R$638.201,00","R$199.865,66",279,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Economia Digital &#8211; Startup,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$134.712,00","R$130.752,57",768,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Educação Empreendedora - Atendimento,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$660.900,00","R$877.400,00","R$615.765,88",30.493,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Habitats,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$132.149,00","R$98.550,00",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,LÍDER- Planejamento e Governança nos Territórios,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$470.000,00","R$113.164,00","R$19.874,14",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Moda,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$600.070,00","R$103.163,67",83,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Municipalização de Políticas de Desenvolvimento,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$460.358,00","R$311.739,00","R$124.937,79",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,PJ - Brasil Original,nan,nan,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$926.857,00","R$817.579,54",574,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Alimentos e Bebidas,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$4.183.665,00","R$5.528.685,00","R$3.134.301,44",14.725,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Atendimento ao Cliente - Presencial,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$19.289.242,00","R$20.212.213,00","R$15.177.171,71",127.926,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Atendimento ao Cliente - Remoto,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$1.222.686,00","R$831.639,00","R$619.960,94",87.803,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Casa e Construção,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$776.365,00","R$736.300,00","R$558.387,27",516,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Chamada 001-2018 - Projetos Especiais - Transformação Digital,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$1.095.608,00","R$362.260,96",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Complementação de Seguro Saúde,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$9.166.652,00","R$9.367.023,00","R$7.733.596,43",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Economia Criativa,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$154.000,00","R$0,00",155,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Economia Digital &#8211; Startup,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$293.000,00","R$330.000,00","R$330.466,05",935,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Encadeamento Produtivo,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$384.176,00","R$249.040,00","R$150.977,16",766,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Inova,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$81.316,00","R$262.703,00","R$157.959,78",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Moda,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$1.275.250,00","R$1.206.775,00","R$904.196,16",330,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Municipalização de Políticas de Desenvolvimento,nan,nan,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$280.574,00","R$395.144,00","R$258.533,37",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
