UF,Programa Nacional,Previsto Original em 2025,Previsto Ajustado em 2025,Despesa Executado em 2025,Total de Atendimentos em 2025,Unnamed: 6,Ano,Mes
DF,Impulso Tecnológico,"R$850.000,00","R$850.000,00","R$0,00",0.0,,2025,Janeiro
DF,Plural,"R$265.000,00","R$265.000,00","R$0,00",0.0,,2025,Janeiro
DF,Cidades e Territórios Empreendedores,"R$1.915.000,00","R$1.915.000,00","R$5.358,66",0.0,,2025,Fevereiro
DF,Cliente 360,"R$25.976.000,00","R$25.889.402,00","R$883.922,66",24.044,,2025,Fevereiro
DF,Conexão Financeira,"R$60.000,00","R$60.000,00","R$0,00",0.0,,2025,Fevereiro
DF,Conexões Corporativas,"R$180.000,00","R$180.000,00","R$0,00",0.0,,2025,Fevereiro
DF,DataBiz,"R$400.000,00","R$400.000,00","R$38.822,35",0.0,,2025,Fevereiro
DF,Educação que Transforma,"R$4.150.000,00","R$4.150.000,00","R$397.195,50",590.0,,2025,Fevereiro
DF,Governança Empreendedora,"R$800.000,00","R$800.000,00","R$21.137,52",0.0,,2025,Fevereiro
DF,Impulsionar Negócios,"R$5.934.000,00","R$5.934.000,00","R$369.054,72",454.0,,2025,Fevereiro
DF,Impulso Tecnológico,"R$850.000,00","R$850.000,00","R$4.058,49",1.0,,2025,Fevereiro
DF,Plural,"R$265.000,00","R$265.000,00","R$0,00",0.0,,2025,Fevereiro
DF,Saber em Ação,"R$100.000,00","R$122.125,00","R$0,00",0.0,,2025,Fevereiro
DF,Cidades e Territórios Empreendedores,"R$1.915.000,00","R$1.915.000,00","R$22.893,66",2.0,,2025,Março
DF,Cliente 360,"R$25.976.000,00","R$25.698.983,00","R$2.735.463,04",28.829,,2025,Março
DF,Conexão Financeira,"R$60.000,00","R$60.000,00","R$0,00",0.0,,2025,Março
DF,Conexões Corporativas,"R$180.000,00","R$202.500,00","R$0,00",0.0,,2025,Março
DF,DataBiz,"R$400.000,00","R$400.000,00","R$40.068,40",0.0,,2025,Março
DF,Educação que Transforma,"R$4.150.000,00","R$4.150.000,00","R$526.962,59",590.0,,2025,Março
DF,Governança Empreendedora,"R$800.000,00","R$800.000,00","R$60.608,93",0.0,,2025,Março
DF,Impulsionar Negócios,"R$5.934.000,00","R$5.934.000,00","R$711.503,26",922.0,,2025,Março
DF,Impulso Tecnológico,"R$850.000,00","R$850.000,00","R$17.821,46",23.0,,2025,Março
DF,Plural,"R$265.000,00","R$265.000,00","R$17.126,96",0.0,,2025,Março
DF,Saber em Ação,"R$100.000,00","R$122.125,00","R$14.678,18",0.0,,2025,Março
DF,Cidades e Territórios Empreendedores,"R$1.915.000,00","R$1.837.505,00","R$99.512,53",2.0,,2025,Abril
DF,Cliente 360,"R$25.976.000,00","R$25.764.902,00","R$4.405.411,27",34.268,,2025,Abril
DF,Conecta Tech,"R$227.000,00","R$227.000,00","R$0,00",0.0,,2025,Abril
DF,Conexão Financeira,"R$60.000,00","R$60.000,00","R$0,00",0.0,,2025,Abril
DF,Conexões Corporativas,"R$180.000,00","R$202.500,00","R$0,00",0.0,,2025,Abril
DF,DataBiz,"R$400.000,00","R$400.000,00","R$128.378,77",0.0,,2025,Abril
DF,Educação que Transforma,"R$4.150.000,00","R$4.150.000,00","R$777.801,33",3.277,,2025,Abril
DF,Governança Empreendedora,"R$800.000,00","R$800.000,00","R$95.403,80",0.0,,2025,Abril
DF,Humanizar,"R$100.000,00","R$100.000,00","R$0,00",0.0,,2025,Abril
DF,Impulsionar Negócios,"R$5.934.000,00","R$5.934.000,00","R$1.241.277,61",1.292,,2025,Abril
DF,Impulso Tecnológico,"R$850.000,00","R$850.000,00","R$51.708,34",79.0,,2025,Abril
DF,Plural,"R$265.000,00","R$265.000,00","R$77.166,33",0.0,,2025,Abril
DF,Saber em Ação,"R$100.000,00","R$122.125,00","R$18.316,43",0.0,,2025,Abril
DF,Cidades e Territórios Empreendedores,"R$1.915.000,00","R$1.837.505,00","R$272.270,75",2.0,,2025,Maio
DF,Cliente 360,"R$25.976.000,00","R$25.666.902,00","R$7.161.313,31",48.215,,2025,Maio
DF,Conecta Tech,"R$1.816.000,00","R$1.816.000,00","R$0,00",0.0,,2025,Maio
DF,Conexão Financeira,"R$60.000,00","R$60.000,00","R$16.010,84",14.0,,2025,Maio
DF,Conexões Corporativas,"R$180.000,00","R$202.500,00","R$0,00",0.0,,2025,Maio
DF,DataBiz,"R$400.000,00","R$400.000,00","R$186.573,92",0.0,,2025,Maio
DF,Educação que Transforma,"R$4.150.000,00","R$4.150.000,00","R$1.413.534,42",8.605,,2025,Maio
DF,Governança Empreendedora,"R$800.000,00","R$800.000,00","R$116.278,80",0.0,,2025,Maio
DF,Humanizar,"R$100.000,00","R$100.000,00","R$0,00",0.0,,2025,Maio
DF,Impulsionar Negócios,"R$5.934.000,00","R$5.934.000,00","R$1.518.268,44",1.97,,2025,Maio
DF,Impulso Tecnológico,"R$850.000,00","R$850.000,00","R$150.336,03",90.0,,2025,Maio
DF,Plural,"R$265.000,00","R$265.000,00","R$87.289,99",0.0,,2025,Maio
DF,Saber em Ação,"R$100.000,00","R$128.506,00","R$69.623,43",0.0,,2025,Maio
DF,Cidades e Territórios Empreendedores,"R$1.915.000,00","R$1.731.624,00","R$445.597,60",199.0,,2025,Junho
DF,Cliente 360,"R$25.976.000,00","R$27.182.486,00","R$11.298.786,72",67.587,,2025,Junho
DF,Conecta Tech,"R$1.816.000,00","R$1.816.000,00","R$0,00",0.0,,2025,Junho
DF,Conexão Financeira,"R$60.000,00","R$60.000,00","R$23.525,84",14.0,,2025,Junho
DF,Conexões Corporativas,"R$180.000,00","R$202.500,00","R$0,00",0.0,,2025,Junho
DF,DataBiz,"R$400.000,00","R$400.000,00","R$186.573,92",0.0,,2025,Junho
DF,Educação que Transforma,"R$4.150.000,00","R$5.150.000,00","R$1.718.098,92",109.243,,2025,Junho
DF,Governança Empreendedora,"R$800.000,00","R$800.000,00","R$163.873,80",0.0,,2025,Junho
DF,Humanizar,"R$480.000,00","R$480.000,00","R$0,00",0.0,,2025,Junho
DF,Impulsionar Negócios,"R$5.934.000,00","R$5.409.521,00","R$2.009.931,63",2.862,,2025,Junho
DF,Impulso Tecnológico,"R$850.000,00","R$800.000,00","R$159.432,00",475.0,,2025,Junho
DF,Plural,"R$265.000,00","R$265.000,00","R$113.317,89",0.0,,2025,Junho
DF,Saber em Ação,"R$100.000,00","R$128.506,00","R$69.623,43",0.0,,2025,Junho
DF,Cidades e Territórios Empreendedores,"R$1.915.000,00","R$1.731.624,00","R$540.340,15",199.0,,2025,Julho
DF,Cliente 360,"R$25.976.000,00","R$26.926.890,00","R$13.658.794,86",83.243,,2025,Julho
DF,Conecta Tech,"R$227.000,00","R$1.909.991,00","R$660,52",0.0,,2025,Julho
DF,Conexão Financeira,"R$60.000,00","R$60.000,00","R$23.525,84",14.0,,2025,Julho
DF,Conexões Corporativas,"R$180.000,00","R$202.500,00","R$0,00",0.0,,2025,Julho
DF,DataBiz,"R$400.000,00","R$600.000,00","R$287.223,02",0.0,,2025,Julho
DF,Educação que Transforma,"R$4.150.000,00","R$5.150.000,00","R$2.096.607,95",115.299,,2025,Julho
DF,Governança Empreendedora,"R$800.000,00","R$800.000,00","R$206.479,11",0.0,,2025,Julho
DF,Humanizar,"R$480.000,00","R$480.000,00","R$0,00",0.0,,2025,Julho
DF,Impulsionar Negócios,"R$5.934.000,00","R$5.309.521,00","R$2.704.783,71",3.571,,2025,Julho
DF,Impulso Tecnológico,"R$850.000,00","R$800.000,00","R$291.559,98",513.0,,2025,Julho
DF,Plural,"R$265.000,00","R$735.000,00","R$132.711,61",15.0,,2025,Julho
DF,Saber em Ação,"R$100.000,00","R$128.506,00","R$69.623,43",0.0,,2025,Julho
DF,Cidades e Territórios Empreendedores,"R$1.915.000,00","R$1.731.624,00","R$563.838,75",199.0,,2025,Agosto
DF,Cliente 360,"R$25.976.000,00","R$27.032.961,00","R$14.761.859,77",92.338,,2025,Agosto
DF,Conecta Tech,"R$227.000,00","R$1.909.991,00","R$126.790,39",0.0,,2025,Agosto
DF,Conexão Financeira,"R$480.000,00","R$480.000,00","R$86.588,36",56.0,,2025,Agosto
DF,Conexões Corporativas,"R$180.000,00","R$202.500,00","R$0,00",0.0,,2025,Agosto
DF,DataBiz,"R$400.000,00","R$600.000,00","R$287.223,02",0.0,,2025,Agosto
DF,Educação que Transforma,"R$4.150.000,00","R$5.150.000,00","R$2.199.937,83",117.481,,2025,Agosto
DF,Governança Empreendedora,"R$800.000,00","R$800.000,00","R$206.479,11",0.0,,2025,Agosto
DF,Humanizar,"R$100.000,00","R$100.000,00","R$4.800,00",0.0,,2025,Agosto
DF,Impulsionar Negócios,"R$5.934.000,00","R$5.309.521,00","R$2.874.030,20",3.81,,2025,Agosto
DF,Impulso Tecnológico,"R$850.000,00","R$800.000,00","R$334.943,62",541.0,,2025,Agosto
DF,Plural,"R$265.000,00","R$735.000,00","R$157.132,65",15.0,,2025,Agosto
DF,Saber em Ação,"R$100.000,00","R$128.506,00","R$69.623,43",0.0,,2025,Agosto
DF,Conexão Financeira,"R$480.000,00","R$480.000,00","R$86.588,36",56.0,,2025,Setembro
DF,Humanizar,"R$640.000,00","R$660.000,00","R$4.800,00",0.0,,2025,Setembro
DF,Conexão Financeira,"R$480.000,00","R$480.000,00","R$86.588,36",56.0,,2025,Outubro
DF,Conexão Financeira,"R$480.000,00","R$480.000,00","R$86.588,36",56.0,,2025,Novembro
DF,Humanizar,"R$640.000,00","R$680.000,00","R$4.800,00",0.0,,2025,Novembro
ES,Cidades e Territórios Empreendedores,"R$7.282.290,00","R$7.067.290,00","R$96.443,04",0.0,,2025,Janeiro
ES,Cliente 360,"R$52.068.779,00","R$59.694.623,00","R$2.281.300,72",29.443,,2025,Janeiro
ES,Conecta Tech,"R$1.884.226,00","R$1.884.226,00","R$363.403,70",0.0,,2025,Janeiro
ES,Conexão Financeira,"R$900.000,00","R$900.000,00","R$2.158,20",0.0,,2025,Janeiro
ES,Conexões Corporativas,"R$1.200.000,00","R$1.200.000,00","R$3.720,00",0.0,,2025,Janeiro
ES,DataBiz,"R$2.425.000,00","R$2.425.000,00","R$24.853,35",0.0,,2025,Janeiro
ES,Educação que Transforma,"R$1.100.000,00","R$1.100.000,00","R$8.894,40",0.0,,2025,Janeiro
ES,Governança Empreendedora,"R$421.000,00","R$421.000,00","R$0,00",0.0,,2025,Janeiro
ES,Impulsionar Negócios,"R$3.211.780,00","R$5.588.780,00","R$95.681,75",60.0,,2025,Janeiro
ES,Impulso Tecnológico,"R$8.000.000,00","R$8.000.000,00","R$70.828,10",0.0,,2025,Janeiro
ES,Move + Vendas,"R$7.182.976,00","R$7.515.726,00","R$0,00",0.0,,2025,Janeiro
ES,Plural,"R$1.468.917,00","R$1.468.917,00","R$115.942,95",0.0,,2025,Janeiro
ES,Cidades e Territórios Empreendedores,"R$7.282.290,00","R$7.012.410,00","R$275.228,41",23.0,,2025,Fevereiro
ES,Cliente 360,"R$52.068.779,00","R$60.853.499,00","R$5.055.226,46",70.064,,2025,Fevereiro
ES,Conecta Tech,"R$1.884.226,00","R$1.884.226,00","R$682.991,75",0.0,,2025,Fevereiro
ES,Conexão Financeira,"R$900.000,00","R$900.000,00","R$25.724,84",2.0,,2025,Fevereiro
ES,Conexões Corporativas,"R$1.200.000,00","R$1.200.000,00","R$55.620,00",0.0,,2025,Fevereiro
ES,DataBiz,"R$2.425.000,00","R$2.425.000,00","R$94.792,89",0.0,,2025,Fevereiro
ES,Educação que Transforma,"R$1.100.000,00","R$1.100.000,00","R$30.875,40",0.0,,2025,Fevereiro
ES,Governança Empreendedora,"R$421.000,00","R$421.000,00","R$0,00",0.0,,2025,Fevereiro
ES,Humanizar,"R$500.000,00","R$500.000,00","R$0,00",0.0,,2025,Fevereiro
ES,Impulsionar Negócios,"R$3.211.780,00","R$5.547.180,00","R$276.639,49",287.0,,2025,Fevereiro
ES,Impulso Tecnológico,"R$8.000.000,00","R$8.000.000,00","R$203.646,63",9.0,,2025,Fevereiro
ES,Move + Vendas,"R$7.182.976,00","R$7.965.726,00","R$1.622.300,00",0.0,,2025,Fevereiro
ES,Plural,"R$1.468.917,00","R$1.468.917,00","R$125.442,75",154.0,,2025,Fevereiro
ES,Saber em Ação,"R$150.000,00","R$150.000,00","R$0,00",0.0,,2025,Fevereiro
ES,Cidades e Territórios Empreendedores,"R$7.282.290,00","R$7.012.410,00","R$333.026,73",23.0,,2025,Março
ES,Cliente 360,"R$52.064.779,00","R$62.706.824,00","R$7.773.218,20",100.19,,2025,Março
ES,Conecta Tech,"R$1.884.226,00","R$1.884.226,00","R$483.467,93",0.0,,2025,Março
ES,Conexão Financeira,"R$900.000,00","R$900.000,00","R$49.252,90",18.0,,2025,Março
ES,Conexões Corporativas,"R$1.200.000,00","R$1.200.000,00","R$96.192,00",0.0,,2025,Março
ES,DataBiz,"R$2.425.000,00","R$2.425.000,00","R$147.925,33",0.0,,2025,Março
ES,Educação que Transforma,"R$1.100.000,00","R$1.100.000,00","R$48.769,94",103.0,,2025,Março
ES,Governança Empreendedora,"R$421.000,00","R$421.000,00","R$0,00",0.0,,2025,Março
ES,Humanizar,"R$500.000,00","R$500.000,00","R$578,25",0.0,,2025,Março
ES,Impulsionar Negócios,"R$3.211.780,00","R$5.747.180,00","R$541.659,64",549.0,,2025,Março
ES,Impulso Tecnológico,"R$8.000.000,00","R$7.998.915,00","R$264.029,39",9.0,,2025,Março
ES,Move + Vendas,"R$7.182.976,00","R$7.965.726,00","R$1.684.800,00",251.0,,2025,Março
ES,Plural,"R$1.468.917,00","R$1.468.917,00","R$163.948,87",640.0,,2025,Março
ES,Saber em Ação,"R$150.000,00","R$150.000,00","R$0,00",0.0,,2025,Março
ES,Cidades e Territórios Empreendedores,"R$7.282.290,00","R$7.012.410,00","R$525.593,94",23.0,,2025,Abril
ES,Cliente 360,"R$52.068.779,00","R$68.359.514,00","R$11.276.036,95",124.796,,2025,Abril
ES,Conecta Tech,"R$1.884.226,00","R$1.884.226,00","R$544.561,11",0.0,,2025,Abril
ES,Conexão Financeira,"R$900.000,00","R$900.000,00","R$95.143,90",43.0,,2025,Abril
ES,Conexões Corporativas,"R$1.200.000,00","R$495.660,00","R$132.360,00",0.0,,2025,Abril
ES,DataBiz,"R$2.425.000,00","R$2.425.000,00","R$218.574,90",0.0,,2025,Abril
ES,Educação que Transforma,"R$1.100.000,00","R$1.100.000,00","R$114.446,36",986.0,,2025,Abril
ES,Governança Empreendedora,"R$421.000,00","R$421.000,00","R$0,00",0.0,,2025,Abril
ES,Humanizar,"R$500.000,00","R$500.000,00","R$26.197,05",0.0,,2025,Abril
ES,Impulsionar Negócios,"R$3.211.780,00","R$5.867.829,00","R$780.743,78",797.0,,2025,Abril
ES,Impulso Tecnológico,"R$8.000.000,00","R$7.995.334,00","R$531.155,36",9.0,,2025,Abril
ES,Move + Vendas,"R$7.182.976,00","R$8.569.527,00","R$1.743.637,67",251.0,,2025,Abril
ES,Plural,"R$1.468.917,00","R$1.468.917,00","R$255.277,19",664.0,,2025,Abril
ES,Saber em Ação,"R$150.000,00","R$150.000,00","R$0,00",0.0,,2025,Abril
ES,Cidades e Territórios Empreendedores,"R$7.282.290,00","R$7.132.410,00","R$894.658,27",23.0,,2025,Maio
ES,Cliente 360,"R$52.068.779,00","R$68.441.605,00","R$20.128.550,52",181.633,,2025,Maio
ES,Conecta Tech,"R$1.884.226,00","R$1.884.226,00","R$603.332,23",0.0,,2025,Maio
ES,Conexão Financeira,"R$900.000,00","R$780.000,00","R$250.238,71",73.0,,2025,Maio
ES,Conexões Corporativas,"R$1.200.000,00","R$495.660,00","R$132.360,00",0.0,,2025,Maio
ES,DataBiz,"R$2.425.000,00","R$2.425.000,00","R$452.618,73",0.0,,2025,Maio
ES,Educação que Transforma,"R$1.100.000,00","R$1.100.000,00","R$154.096,44",2.675,,2025,Maio
ES,Governança Empreendedora,"R$421.000,00","R$421.000,00","R$0,00",0.0,,2025,Maio
ES,Humanizar,"R$500.000,00","R$1.300.000,00","R$26.197,05",0.0,,2025,Maio
ES,Impulsionar Negócios,"R$3.211.780,00","R$5.873.829,00","R$966.416,03",1.141,,2025,Maio
ES,Impulso Tecnológico,"R$8.000.000,00","R$7.994.811,00","R$675.478,99",9.0,,2025,Maio
ES,Move + Vendas,"R$7.182.976,00","R$8.948.027,00","R$1.793.045,70",257.0,,2025,Maio
ES,Plural,"R$1.468.917,00","R$1.468.917,00","R$324.163,85",696.0,,2025,Maio
ES,Saber em Ação,"R$150.000,00","R$50.000,00","R$0,00",0.0,,2025,Maio
ES,Cidades e Territórios Empreendedores,"R$7.282.290,00","R$12.338.639,00","R$1.118.400,60",23.0,,2025,Junho
ES,Cliente 360,"R$52.068.779,00","R$71.197.371,00","R$26.469.770,48",248.218,,2025,Junho
ES,Conecta Tech,"R$1.884.226,00","R$1.884.226,00","R$662.982,30",0.0,,2025,Junho
ES,Conexão Financeira,"R$900.000,00","R$780.000,00","R$326.917,56",262.0,,2025,Junho
ES,Conexões Corporativas,"R$1.200.000,00","R$495.660,00","R$182.892,00",0.0,,2025,Junho
ES,DataBiz,"R$2.425.000,00","R$2.425.000,00","R$572.166,59",0.0,,2025,Junho
ES,Educação que Transforma,"R$1.100.000,00","R$1.100.000,00","R$203.856,44",7.648,,2025,Junho
ES,Governança Empreendedora,"R$421.000,00","R$142.000,00","R$0,00",0.0,,2025,Junho
ES,Humanizar,"R$500.000,00","R$1.300.000,00","R$41.481,80",0.0,,2025,Junho
ES,Impulsionar Negócios,"R$3.211.780,00","R$6.425.424,00","R$1.100.579,89",1.445,,2025,Junho
ES,Impulso Tecnológico,"R$8.000.000,00","R$7.994.811,00","R$855.108,50",9.0,,2025,Junho
ES,Move + Vendas,"R$7.182.976,00","R$6.823.027,00","R$1.883.415,95",261.0,,2025,Junho
ES,Plural,"R$1.468.917,00","R$1.468.917,00","R$374.462,31",880.0,,2025,Junho
ES,Saber em Ação,"R$150.000,00","R$50.000,00","R$0,00",0.0,,2025,Junho
ES,Cidades e Territórios Empreendedores,"R$7.282.290,00","R$12.338.639,00","R$7.808.973,93",23.0,,2025,Julho
ES,Cliente 360,"R$52.068.779,00","R$79.675.933,00","R$33.330.969,89",291.596,,2025,Julho
ES,Conecta Tech,"R$1.884.226,00","R$1.884.226,00","R$725.243,34",0.0,,2025,Julho
ES,Conexão Financeira,"R$900.000,00","R$1.047.344,00","R$472.726,10",332.0,,2025,Julho
ES,Conexões Corporativas,"R$1.200.000,00","R$495.660,00","R$240.180,00",0.0,,2025,Julho
ES,DataBiz,"R$2.425.000,00","R$2.080.000,00","R$681.851,39",0.0,,2025,Julho
ES,Educação que Transforma,"R$1.100.000,00","R$1.100.000,00","R$255.678,14",13.571,,2025,Julho
ES,Governança Empreendedora,"R$421.000,00","R$142.000,00","R$0,00",0.0,,2025,Julho
ES,Humanizar,"R$500.000,00","R$1.717.798,00","R$906.372,45",0.0,,2025,Julho
ES,Impulsionar Negócios,"R$3.211.780,00","R$6.420.886,00","R$1.525.357,28",2.093,,2025,Julho
ES,Impulso Tecnológico,"R$8.000.000,00","R$8.294.811,00","R$1.653.563,05",2.528,,2025,Julho
ES,Move + Vendas,"R$7.182.976,00","R$7.254.927,00","R$2.174.407,95",331.0,,2025,Julho
ES,Plural,"R$1.468.917,00","R$1.468.917,00","R$454.147,10",986.0,,2025,Julho
ES,Saber em Ação,"R$150.000,00","R$20.000,00","R$3.900,00",0.0,,2025,Julho
ES,Cidades e Territórios Empreendedores,"R$7.282.290,00","R$12.224.063,00","R$8.062.434,96",23.0,,2025,Agosto
ES,Cliente 360,"R$52.068.779,00","R$82.009.212,00","R$40.444.326,01",303.915,,2025,Agosto
ES,Conecta Tech,"R$1.884.226,00","R$1.884.226,00","R$751.940,17",0.0,,2025,Agosto
ES,Conexão Financeira,"R$900.000,00","R$1.161.920,00","R$513.340,10",334.0,,2025,Agosto
ES,Conexões Corporativas,"R$1.200.000,00","R$495.660,00","R$268.224,00",0.0,,2025,Agosto
ES,DataBiz,"R$2.425.000,00","R$2.080.000,00","R$681.851,39",0.0,,2025,Agosto
ES,Educação que Transforma,"R$1.100.000,00","R$1.100.000,00","R$280.852,80",21.323,,2025,Agosto
ES,Governança Empreendedora,"R$421.000,00","R$142.000,00","R$1.200,00",0.0,,2025,Agosto
ES,Humanizar,"R$500.000,00","R$1.717.798,00","R$961.246,99",0.0,,2025,Agosto
ES,Impulsionar Negócios,"R$3.211.780,00","R$7.500.065,00","R$1.640.551,66",2.318,,2025,Agosto
ES,Impulso Tecnológico,"R$8.000.000,00","R$10.467.871,00","R$7.783.774,11",2.527,,2025,Agosto
ES,Move + Vendas,"R$7.182.976,00","R$6.175.748,00","R$3.474.008,45",331.0,,2025,Agosto
ES,Plural,"R$1.468.917,00","R$1.468.917,00","R$486.309,92",994.0,,2025,Agosto
ES,Saber em Ação,"R$150.000,00","R$20.000,00","R$3.900,00",0.0,,2025,Agosto
ES,Saber em Ação,"R$1.200.000,00","R$740.000,00","R$7.800,00",0.0,,2025,Outubro
ES,Saber em Ação,"R$1.200.000,00","R$740.000,00","R$7.800,00",0.0,,2025,Novembro
GO,Cidades e Territórios Empreendedores,"R$5.100.000,00","R$5.100.000,00","R$24.675,06",0.0,,2025,Janeiro
GO,Cliente 360,"R$76.050.000,00","R$76.050.000,00","R$631.222,46",35.506,,2025,Janeiro
GO,Conecta Tech,"R$5.134.000,00","R$5.134.000,00","R$503.666,37",0.0,,2025,Janeiro
GO,Conexão Financeira,"R$700.000,00","R$700.000,00","R$0,00",116.0,,2025,Janeiro
GO,Conexões Corporativas,"R$250.000,00","R$539.630,00","R$0,00",0.0,,2025,Janeiro
GO,DataBiz,"R$460.000,00","R$460.000,00","R$48.960,20",0.0,,2025,Janeiro
GO,Educação que Transforma,"R$2.700.000,00","R$2.700.000,00","R$59.752,00",4.348,,2025,Janeiro
GO,Governança Empreendedora,"R$500.000,00","R$500.000,00","R$0,00",0.0,,2025,Janeiro
GO,Impulsionar Negócios,"R$15.389.800,00","R$15.389.800,00","R$341.017,21",274.0,,2025,Janeiro
GO,Impulso Tecnológico,"R$2.015.000,00","R$2.015.000,00","R$2.591,43",42.0,,2025,Janeiro
GO,Move + Vendas,"R$2.800.000,00","R$2.800.000,00","R$0,00",0.0,,2025,Janeiro
GO,Plural,"R$1.400.000,00","R$1.400.000,00","R$1.647,13",67.0,,2025,Janeiro
GO,Cidades e Territórios Empreendedores,"R$5.100.000,00","R$5.100.000,00","R$54.793,38",11.0,,2025,Fevereiro
GO,Cliente 360,"R$76.050.000,00","R$76.050.000,00","R$4.890.552,37",83.259,,2025,Fevereiro
GO,Conecta Tech,"R$5.134.000,00","R$5.134.000,00","R$769.832,90",0.0,,2025,Fevereiro
GO,Conexão Financeira,"R$700.000,00","R$700.000,00","R$14.742,80",153.0,,2025,Fevereiro
GO,Conexões Corporativas,"R$250.000,00","R$539.630,00","R$823,95",48.0,,2025,Fevereiro
GO,DataBiz,"R$460.000,00","R$460.000,00","R$77.496,51",0.0,,2025,Fevereiro
GO,Educação que Transforma,"R$2.700.000,00","R$2.700.000,00","R$463.189,42",21.899,,2025,Fevereiro
GO,Governança Empreendedora,"R$500.000,00","R$500.000,00","R$10.364,58",0.0,,2025,Fevereiro
GO,Impulsionar Negócios,"R$15.389.800,00","R$15.389.800,00","R$926.761,34",2.203,,2025,Fevereiro
GO,Impulso Tecnológico,"R$2.015.000,00","R$2.015.000,00","R$22.187,33",42.0,,2025,Fevereiro
GO,Move + Vendas,"R$2.800.000,00","R$2.800.000,00","R$0,00",0.0,,2025,Fevereiro
GO,Plural,"R$1.400.000,00","R$1.400.000,00","R$18.558,40",248.0,,2025,Fevereiro
GO,Saber em Ação,"R$45.000,00","R$60.725,00","R$4.016,27",0.0,,2025,Fevereiro
GO,Cidades e Territórios Empreendedores,"R$5.100.000,00","R$5.100.000,00","R$288.927,81",18.0,,2025,Março
GO,Cliente 360,"R$76.050.000,00","R$76.150.000,00","R$9.303.621,03",129.052,,2025,Março
GO,Conecta Tech,"R$5.134.000,00","R$5.134.000,00","R$1.053.858,78",0.0,,2025,Março
GO,Conexão Financeira,"R$700.000,00","R$700.000,00","R$26.746,64",216.0,,2025,Março
GO,Conexões Corporativas,"R$250.000,00","R$554.630,00","R$9.955,76",70.0,,2025,Março
GO,DataBiz,"R$460.000,00","R$460.000,00","R$116.461,29",0.0,,2025,Março
GO,Educação que Transforma,"R$2.700.000,00","R$2.700.000,00","R$549.349,45",26.902,,2025,Março
GO,Governança Empreendedora,"R$500.000,00","R$500.000,00","R$15.004,58",0.0,,2025,Março
GO,Impulsionar Negócios,"R$15.389.800,00","R$15.624.800,00","R$1.590.713,45",4.01,,2025,Março
GO,Impulso Tecnológico,"R$2.015.000,00","R$2.015.000,00","R$117.699,43",42.0,,2025,Março
GO,Move + Vendas,"R$2.800.000,00","R$2.800.000,00","R$7.941,84",0.0,,2025,Março
GO,Plural,"R$1.400.000,00","R$1.400.000,00","R$85.076,35",604.0,,2025,Março
GO,Saber em Ação,"R$45.000,00","R$65.725,00","R$15.390,12",0.0,,2025,Março
GO,Cidades e Territórios Empreendedores,"R$5.100.000,00","R$5.100.000,00","R$492.056,70",67.0,,2025,Abril
GO,Cliente 360,"R$76.050.000,00","R$76.048.950,00","R$15.119.692,68",165.303,,2025,Abril
GO,Conecta Tech,"R$5.134.000,00","R$5.134.000,00","R$1.297.811,24",0.0,,2025,Abril
GO,Conexão Financeira,"R$700.000,00","R$700.000,00","R$54.438,77",493.0,,2025,Abril
GO,Conexões Corporativas,"R$250.000,00","R$554.630,00","R$22.902,95",85.0,,2025,Abril
GO,DataBiz,"R$460.000,00","R$460.000,00","R$146.194,90",0.0,,2025,Abril
GO,Educação que Transforma,"R$2.700.000,00","R$2.700.000,00","R$666.742,26",108.012,,2025,Abril
GO,Governança Empreendedora,"R$500.000,00","R$500.000,00","R$17.084,58",0.0,,2025,Abril
GO,Impulsionar Negócios,"R$15.389.800,00","R$15.725.850,00","R$2.444.024,28",6.029,,2025,Abril
GO,Impulso Tecnológico,"R$2.015.000,00","R$2.015.000,00","R$241.324,39",265.0,,2025,Abril
GO,Move + Vendas,"R$2.800.000,00","R$2.800.000,00","R$39.941,84",0.0,,2025,Abril
GO,Plural,"R$1.400.000,00","R$1.400.000,00","R$363.331,24",844.0,,2025,Abril
GO,Saber em Ação,"R$45.000,00","R$65.725,00","R$19.390,12",0.0,,2025,Abril
GO,Cidades e Territórios Empreendedores,"R$5.100.000,00","R$5.228.402,00","R$718.441,04",105.0,,2025,Maio
GO,Cliente 360,"R$76.050.000,00","R$76.048.950,00","R$21.578.299,55",232.486,,2025,Maio
GO,Conecta Tech,"R$5.134.000,00","R$5.134.000,00","R$1.567.648,32",0.0,,2025,Maio
GO,Conexão Financeira,"R$700.000,00","R$700.000,00","R$82.950,77",755.0,,2025,Maio
GO,Conexões Corporativas,"R$250.000,00","R$554.630,00","R$69.029,86",85.0,,2025,Maio
GO,DataBiz,"R$460.000,00","R$460.000,00","R$180.062,01",0.0,,2025,Maio
GO,Educação que Transforma,"R$2.700.000,00","R$2.700.000,00","R$786.152,23",137.982,,2025,Maio
GO,Governança Empreendedora,"R$500.000,00","R$500.000,00","R$28.118,58",0.0,,2025,Maio
GO,Impulsionar Negócios,"R$15.389.800,00","R$15.725.850,00","R$3.374.470,22",8.817,,2025,Maio
GO,Impulso Tecnológico,"R$2.015.000,00","R$2.015.000,00","R$322.144,23",832.0,,2025,Maio
GO,Move + Vendas,"R$2.800.000,00","R$2.800.000,00","R$55.360,89",0.0,,2025,Maio
