UF,Programa Nacional,Previsto Original em 2025,Previsto Ajustado em 2025,Despesa Executado em 2025,Total de Atendimentos em 2025,Unnamed: 6,Ano,Mes
PA,DataBiz,"R$1.100.000,00","R$1.100.000,00","R$285.271,03",0.0,,2025,Julho
PA,Educação que Transforma,"R$572.000,00","R$572.000,00","R$220.780,68",4.743,,2025,Julho
PA,Governança Empreendedora,"R$1.500.000,00","R$1.500.000,00","R$887.971,04",0.0,,2025,Julho
PA,Humanizar,"R$900.000,00","R$900.000,00","R$76.682,18",0.0,,2025,Julho
PA,Impulsionar Negócios,"R$8.635.000,00","R$8.617.353,00","R$2.442.317,91",2.05,,2025,Julho
PA,Impulso Tecnológico,"R$1.606.819,00","R$1.241.550,00","R$244.960,43",0.0,,2025,Julho
PA,Move + Vendas,"R$2.500.000,00","R$4.166.870,00","R$268.472,29",0.0,,2025,Julho
PA,Plural,"R$900.000,00","R$1.100.000,00","R$322.841,86",364.0,,2025,Julho
PA,Saber em Ação,"R$111.650,00","R$111.650,00","R$0,00",0.0,,2025,Julho
PA,Cidades e Territórios Empreendedores,"R$3.300.000,00","R$5.728.838,00","R$1.966.184,81",0.0,,2025,Agosto
PA,Cliente 360,"R$30.154.218,00","R$55.923.402,00","R$29.493.848,20",92.332,,2025,Agosto
PA,Conecta Tech,"R$1.000.000,00","R$1.000.000,00","R$0,00",0.0,,2025,Agosto
PA,Conexão Financeira,"R$2.000.000,00","R$2.554.286,00","R$569.047,39",0.0,,2025,Agosto
PA,Conexões Corporativas,"R$0,00","R$366.414,00","R$147.551,71",0.0,,2025,Agosto
PA,DataBiz,"R$1.100.000,00","R$1.100.000,00","R$343.817,70",0.0,,2025,Agosto
PA,Educação que Transforma,"R$572.000,00","R$572.000,00","R$224.080,68",4.776,,2025,Agosto
PA,Governança Empreendedora,"R$1.500.000,00","R$1.500.000,00","R$920.175,45",0.0,,2025,Agosto
PA,Humanizar,"R$900.000,00","R$900.000,00","R$137.258,87",0.0,,2025,Agosto
PA,Impulsionar Negócios,"R$8.635.000,00","R$8.617.353,00","R$2.750.861,62",2.133,,2025,Agosto
PA,Impulso Tecnológico,"R$1.606.819,00","R$1.241.550,00","R$260.042,22",0.0,,2025,Agosto
PA,Move + Vendas,"R$2.500.000,00","R$4.166.870,00","R$308.876,29",0.0,,2025,Agosto
PA,Plural,"R$900.000,00","R$1.100.000,00","R$334.421,86",363.0,,2025,Agosto
PA,Saber em Ação,"R$111.650,00","R$111.650,00","R$0,00",0.0,,2025,Agosto
PA,Conexão Financeira,"R$16.000.000,00","R$15.994.286,00","R$1.750.564,23",0.0,,2025,Novembro
PB,Cidades e Territórios Empreendedores,"R$4.000.000,00","R$4.000.000,00","R$5.702,53",0.0,,2025,Janeiro
PB,Cliente 360,"R$38.600.000,00","R$38.600.000,00","R$291.098,35",13.375,,2025,Janeiro
PB,Conecta Tech,"R$1.000.000,00","R$1.000.000,00","R$267.867,83",0.0,,2025,Janeiro
PB,Conexão Financeira,"R$120.000,00","R$120.000,00","R$0,00",0.0,,2025,Janeiro
PB,DataBiz,"R$1.510.000,00","R$1.510.000,00","R$358,04",0.0,,2025,Janeiro
PB,Educação que Transforma,"R$1.500.000,00","R$1.500.000,00","R$12.259,40",193.0,,2025,Janeiro
PB,Governança Empreendedora,"R$3.500.000,00","R$3.500.000,00","R$331.599,65",0.0,,2025,Janeiro
PB,Impulsionar Negócios,"R$11.480.000,00","R$11.480.000,00","R$202.815,18",21.0,,2025,Janeiro
PB,Impulso Tecnológico,"R$2.000.000,00","R$2.000.000,00","R$9.183,78",156.0,,2025,Janeiro
PB,Plural,"R$650.000,00","R$650.000,00","R$17.681,80",0.0,,2025,Janeiro
PB,Cidades e Territórios Empreendedores,"R$4.000.000,00","R$4.001.000,00","R$257.671,97",155.0,,2025,Fevereiro
PB,Cliente 360,"R$38.600.000,00","R$38.600.000,00","R$1.357.725,67",29.371,,2025,Fevereiro
PB,Conecta Tech,"R$1.000.000,00","R$1.000.000,00","R$504.930,62",0.0,,2025,Fevereiro
PB,Conexão Financeira,"R$120.000,00","R$120.000,00","R$7.698,12",7.0,,2025,Fevereiro
PB,DataBiz,"R$1.510.000,00","R$1.510.000,00","R$61.023,83",0.0,,2025,Fevereiro
PB,Educação que Transforma,"R$1.500.000,00","R$1.500.000,00","R$60.318,90",2.636,,2025,Fevereiro
PB,Governança Empreendedora,"R$3.500.000,00","R$3.500.000,00","R$342.544,80",0.0,,2025,Fevereiro
PB,Humanizar,"R$300.000,00","R$300.000,00","R$0,00",0.0,,2025,Fevereiro
PB,Impulsionar Negócios,"R$11.480.000,00","R$11.480.000,00","R$940.282,01",198.0,,2025,Fevereiro
PB,Impulso Tecnológico,"R$2.000.000,00","R$2.000.000,00","R$27.172,77",271.0,,2025,Fevereiro
PB,Plural,"R$650.000,00","R$650.000,00","R$45.581,80",0.0,,2025,Fevereiro
PB,Saber em Ação,"R$1.300.000,00","R$1.300.000,00","R$0,00",0.0,,2025,Fevereiro
PB,Cidades e Territórios Empreendedores,"R$4.000.000,00","R$4.001.000,00","R$595.356,34",155.0,,2025,Março
PB,Cliente 360,"R$38.600.000,00","R$38.600.000,00","R$3.373.038,39",45.491,,2025,Março
PB,Conecta Tech,"R$1.000.000,00","R$1.000.000,00","R$548.287,51",0.0,,2025,Março
PB,Conexão Financeira,"R$120.000,00","R$120.000,00","R$8.012,66",13.0,,2025,Março
PB,DataBiz,"R$1.510.000,00","R$1.510.000,00","R$83.967,40",0.0,,2025,Março
PB,Educação que Transforma,"R$1.500.000,00","R$1.500.000,00","R$117.416,32",3.337,,2025,Março
PB,Governança Empreendedora,"R$3.500.000,00","R$3.500.000,00","R$714.182,14",0.0,,2025,Março
PB,Humanizar,"R$300.000,00","R$80.000,00","R$7.900,00",0.0,,2025,Março
PB,Impulsionar Negócios,"R$11.480.000,00","R$11.480.000,00","R$1.102.106,22",368.0,,2025,Março
PB,Impulso Tecnológico,"R$2.000.000,00","R$2.000.000,00","R$294.944,53",322.0,,2025,Março
PB,Plural,"R$650.000,00","R$650.000,00","R$64.724,28",0.0,,2025,Março
PB,Saber em Ação,"R$1.300.000,00","R$1.300.000,00","R$0,00",0.0,,2025,Março
PB,Cidades e Territórios Empreendedores,"R$4.000.000,00","R$4.001.000,00","R$855.644,98",177.0,,2025,Abril
PB,Cliente 360,"R$38.600.000,00","R$40.800.000,00","R$6.755.312,52",64.743,,2025,Abril
PB,Conecta Tech,"R$1.000.000,00","R$1.000.000,00","R$605.639,40",0.0,,2025,Abril
PB,Conexão Financeira,"R$120.000,00","R$120.000,00","R$16.365,12",18.0,,2025,Abril
PB,DataBiz,"R$1.510.000,00","R$1.510.000,00","R$103.959,59",0.0,,2025,Abril
PB,Educação que Transforma,"R$1.500.000,00","R$1.500.000,00","R$189.238,52",4.467,,2025,Abril
PB,Governança Empreendedora,"R$3.500.000,00","R$3.500.000,00","R$1.085.100,66",0.0,,2025,Abril
PB,Humanizar,"R$300.000,00","R$300.000,00","R$25.900,00",0.0,,2025,Abril
PB,Impulsionar Negócios,"R$11.480.000,00","R$12.460.000,00","R$1.428.107,85",562.0,,2025,Abril
PB,Impulso Tecnológico,"R$2.000.000,00","R$2.020.000,00","R$312.126,32",348.0,,2025,Abril
PB,Plural,"R$650.000,00","R$650.000,00","R$77.924,28",0.0,,2025,Abril
PB,Saber em Ação,"R$1.300.000,00","R$1.300.000,00","R$34.694,58",0.0,,2025,Abril
PB,Cidades e Territórios Empreendedores,"R$4.000.000,00","R$4.001.000,00","R$1.169.478,64",192.0,,2025,Maio
PB,Cliente 360,"R$38.600.000,00","R$43.074.000,00","R$13.124.390,22",111.437,,2025,Maio
PB,Conecta Tech,"R$1.000.000,00","R$1.000.000,00","R$648.013,40",0.0,,2025,Maio
PB,Conexão Financeira,"R$120.000,00","R$120.000,00","R$25.912,86",40.0,,2025,Maio
PB,DataBiz,"R$1.510.000,00","R$1.510.000,00","R$178.911,78",0.0,,2025,Maio
PB,Educação que Transforma,"R$1.500.000,00","R$1.500.000,00","R$525.262,02",4.987,,2025,Maio
PB,Governança Empreendedora,"R$3.500.000,00","R$3.500.000,00","R$1.361.884,36",0.0,,2025,Maio
PB,Humanizar,"R$300.000,00","R$300.000,00","R$25.900,00",0.0,,2025,Maio
PB,Impulsionar Negócios,"R$11.480.000,00","R$12.460.000,00","R$2.838.151,34",1.158,,2025,Maio
PB,Impulso Tecnológico,"R$2.000.000,00","R$2.020.000,00","R$451.446,70",383.0,,2025,Maio
PB,Plural,"R$650.000,00","R$650.000,00","R$124.615,03",0.0,,2025,Maio
PB,Saber em Ação,"R$1.300.000,00","R$550.000,00","R$34.694,58",0.0,,2025,Maio
PB,Cidades e Territórios Empreendedores,"R$4.000.000,00","R$4.122.736,00","R$1.725.372,83",377.0,,2025,Junho
PB,Cliente 360,"R$38.600.000,00","R$45.074.000,00","R$17.601.758,45",154.668,,2025,Junho
PB,Conecta Tech,"R$1.000.000,00","R$1.000.000,00","R$799.987,29",0.0,,2025,Junho
PB,Conexão Financeira,"R$120.000,00","R$120.000,00","R$43.415,57",67.0,,2025,Junho
PB,DataBiz,"R$1.510.000,00","R$1.270.000,00","R$221.576,32",0.0,,2025,Junho
PB,Educação que Transforma,"R$1.500.000,00","R$1.500.000,00","R$622.124,88",15.356,,2025,Junho
PB,Governança Empreendedora,"R$3.500.000,00","R$3.500.000,00","R$1.448.506,11",0.0,,2025,Junho
PB,Humanizar,"R$300.000,00","R$300.000,00","R$25.900,00",0.0,,2025,Junho
PB,Impulsionar Negócios,"R$11.480.000,00","R$12.460.000,00","R$4.713.661,46",1.926,,2025,Junho
PB,Impulso Tecnológico,"R$2.000.000,00","R$2.160.000,00","R$630.831,31",449.0,,2025,Junho
PB,Plural,"R$650.000,00","R$730.000,00","R$139.223,23",0.0,,2025,Junho
PB,Saber em Ação,"R$1.300.000,00","R$550.000,00","R$34.694,58",0.0,,2025,Junho
PB,Cidades e Territórios Empreendedores,"R$4.000.000,00","R$4.122.736,00","R$2.051.527,97",565.0,,2025,Julho
PB,Cliente 360,"R$38.600.000,00","R$46.844.000,00","R$21.882.353,69",193.339,,2025,Julho
PB,Conecta Tech,"R$1.000.000,00","R$1.000.000,00","R$981.067,79",0.0,,2025,Julho
PB,Conexão Financeira,"R$120.000,00","R$1.620.000,00","R$59.508,77",102.0,,2025,Julho
PB,DataBiz,"R$1.510.000,00","R$970.000,00","R$269.408,38",0.0,,2025,Julho
PB,Educação que Transforma,"R$1.500.000,00","R$2.571.428,00","R$676.994,74",37.978,,2025,Julho
PB,Governança Empreendedora,"R$3.500.000,00","R$3.500.000,00","R$1.816.799,95",0.0,,2025,Julho
PB,Humanizar,"R$300.000,00","R$300.000,00","R$58.900,17",0.0,,2025,Julho
PB,Impulsionar Negócios,"R$11.480.000,00","R$12.100.000,00","R$5.539.805,86",2.458,,2025,Julho
PB,Impulso Tecnológico,"R$2.000.000,00","R$2.160.000,00","R$964.210,45",623.0,,2025,Julho
PB,Plural,"R$650.000,00","R$730.000,00","R$154.611,27",0.0,,2025,Julho
PB,Saber em Ação,"R$1.300.000,00","R$550.000,00","R$34.694,58",0.0,,2025,Julho
PB,Cidades e Territórios Empreendedores,"R$4.000.000,00","R$4.415.736,00","R$2.089.964,75",574.0,,2025,Agosto
PB,Cliente 360,"R$38.600.000,00","R$52.014.000,00","R$23.530.795,07",219.498,,2025,Agosto
PB,Conecta Tech,"R$1.000.000,00","R$1.000.000,00","R$981.067,79",0.0,,2025,Agosto
PB,Conexão Financeira,"R$120.000,00","R$1.920.000,00","R$65.372,45",108.0,,2025,Agosto
PB,DataBiz,"R$1.510.000,00","R$970.000,00","R$270.990,65",0.0,,2025,Agosto
PB,Educação que Transforma,"R$1.500.000,00","R$2.571.428,00","R$676.994,74",39.425,,2025,Agosto
PB,Governança Empreendedora,"R$3.500.000,00","R$3.500.000,00","R$1.843.448,59",0.0,,2025,Agosto
PB,Humanizar,"R$300.000,00","R$300.000,00","R$58.900,17",0.0,,2025,Agosto
PB,Impulsionar Negócios,"R$11.480.000,00","R$12.100.000,00","R$5.639.868,87",2.646,,2025,Agosto
PB,Impulso Tecnológico,"R$2.000.000,00","R$2.782.641,00","R$1.028.357,05",689.0,,2025,Agosto
PB,Plural,"R$650.000,00","R$730.000,00","R$154.611,27",0.0,,2025,Agosto
PB,Saber em Ação,"R$1.300.000,00","R$550.000,00","R$34.694,58",0.0,,2025,Agosto
PR,Cidades e Territórios Empreendedores,"R$13.955.338,00","R$11.414.979,00","R$12.096,01",9,,2025,Janeiro
PR,Cliente 360,"R$73.989.468,00","R$73.403.940,00","R$250.779,06",142.348,,2025,Janeiro
PR,Conexão Financeira,"R$2.343.549,00","R$2.315.807,00","R$5.186,06",2,,2025,Janeiro
PR,Conexões Corporativas,"R$2.205.000,00","R$2.205.000,00","R$43,67",0,,2025,Janeiro
PR,DataBiz,"R$2.831.789,00","R$2.450.851,00","R$37.617,20",0,,2025,Janeiro
PR,Educação que Transforma,"R$3.795.476,00","R$3.971.720,00","R$491,51",24,,2025,Janeiro
PR,Governança Empreendedora,"R$100.000,00","R$100.000,00","R$0,00",0,,2025,Janeiro
PR,Impulsionar Negócios,"R$30.742.470,00","R$32.286.615,00","R$219.420,75",232,,2025,Janeiro
PR,Impulso Tecnológico,"R$16.969.010,00","R$15.895.839,00","R$35.929,42",12,,2025,Janeiro
PR,Move + Vendas,"R$925.000,00","R$3.417.643,00","R$3.942,18",0,,2025,Janeiro
PR,Plural,"R$1.000.000,00","R$581.000,00","R$8.062,88",199,,2025,Janeiro
PR,Cidades e Territórios Empreendedores,"R$13.955.338,00","R$11.414.979,00","R$355.794,66",37,,2025,Fevereiro
PR,Cliente 360,"R$73.989.468,00","R$63.988.215,00","R$2.254.705,91",520.410,,2025,Fevereiro
PR,Conexão Financeira,"R$2.343.549,00","R$2.315.807,00","R$34.916,16",2,,2025,Fevereiro
PR,Conexões Corporativas,"R$2.205.000,00","R$1.587.629,00","R$31.413,88",8,,2025,Fevereiro
PR,DataBiz,"R$2.831.789,00","R$2.450.851,00","R$129.925,85",0,,2025,Fevereiro
PR,Educação que Transforma,"R$3.795.476,00","R$3.971.720,00","R$102.646,87",2.407,,2025,Fevereiro
PR,Governança Empreendedora,"R$100.000,00","R$100.000,00","R$0,00",0,,2025,Fevereiro
PR,Impulsionar Negócios,"R$30.742.470,00","R$36.472.109,00","R$1.637.228,23",1.365,,2025,Fevereiro
PR,Impulso Tecnológico,"R$16.969.010,00","R$15.895.839,00","R$457.211,80",330,,2025,Fevereiro
PR,Move + Vendas,"R$925.000,00","R$6.067.397,00","R$50.057,69",0,,2025,Fevereiro
PR,Plural,"R$1.000.000,00","R$581.000,00","R$31.419,01",200,,2025,Fevereiro
PR,Cidades e Territórios Empreendedores,"R$13.955.338,00","R$11.561.309,00","R$773.553,56",62,,2025,Março
PR,Cliente 360,"R$73.989.468,00","R$63.988.215,00","R$4.795.180,34",717.905,,2025,Março
PR,Conexão Financeira,"R$2.343.549,00","R$2.315.807,00","R$96.057,19",15,,2025,Março
PR,Conexões Corporativas,"R$2.205.000,00","R$1.587.628,00","R$70.416,99",91,,2025,Março
PR,DataBiz,"R$2.831.789,00","R$2.450.851,00","R$267.699,84",0,,2025,Março
PR,Educação que Transforma,"R$3.795.476,00","R$3.971.720,00","R$196.379,46",3.610,,2025,Março
PR,Governança Empreendedora,"R$100.000,00","R$100.000,00","R$0,00",0,,2025,Março
PR,Impulsionar Negócios,"R$30.742.470,00","R$36.778.405,00","R$2.857.148,67",2.913,,2025,Março
PR,Impulso Tecnológico,"R$16.969.010,00","R$15.895.839,00","R$969.069,57",963,,2025,Março
PR,Move + Vendas,"R$925.000,00","R$6.067.397,00","R$74.801,32",0,,2025,Março
PR,Plural,"R$1.000.000,00","R$581.000,00","R$44.494,28",479,,2025,Março
PR,Cidades e Territórios Empreendedores,"R$13.955.338,00","R$11.561.309,00","R$1.265.005,48",133,,2025,Abril
PR,Cliente 360,"R$73.989.468,00","R$63.988.215,00","R$8.337.755,20",1.018.396,,2025,Abril
PR,Conexão Financeira,"R$2.343.549,00","R$2.315.807,00","R$217.903,87",91,,2025,Abril
PR,Conexões Corporativas,"R$2.205.000,00","R$1.729.529,00","R$168.302,17",197,,2025,Abril
PR,DataBiz,"R$2.831.789,00","R$2.450.851,00","R$361.081,98",0,,2025,Abril
PR,Educação que Transforma,"R$3.795.476,00","R$3.971.720,00","R$342.367,75",5.387,,2025,Abril
PR,Governança Empreendedora,"R$100.000,00","R$100.000,00","R$42.895,42",0,,2025,Abril
PR,Impulsionar Negócios,"R$30.742.470,00","R$37.523.405,00","R$4.575.250,32",4.998,,2025,Abril
PR,Impulso Tecnológico,"R$16.969.010,00","R$16.570.838,00","R$1.754.449,20",1.599,,2025,Abril
PR,Move + Vendas,"R$925.000,00","R$2.039.833,00","R$110.701,68",0,,2025,Abril
PR,Plural,"R$1.000.000,00","R$581.000,00","R$143.117,40",452,,2025,Abril
PR,Cidades e Territórios Empreendedores,"R$13.955.338,00","R$11.561.309,00","R$1.976.964,88",207,,2025,Maio
PR,Cliente 360,"R$73.989.468,00","R$64.395.715,00","R$12.434.226,33",1.760.629,,2025,Maio
PR,Conexão Financeira,"R$2.343.549,00","R$2.315.807,00","R$364.598,68",224,,2025,Maio
PR,Conexões Corporativas,"R$2.205.000,00","R$1.729.529,00","R$285.920,24",408,,2025,Maio
PR,DataBiz,"R$2.831.789,00","R$2.450.851,00","R$501.626,37",0,,2025,Maio
PR,Educação que Transforma,"R$3.795.476,00","R$3.971.720,00","R$638.973,34",87.541,,2025,Maio
PR,Governança Empreendedora,"R$100.000,00","R$100.000,00","R$49.352,42",0,,2025,Maio
PR,Impulsionar Negócios,"R$30.742.470,00","R$37.523.405,00","R$6.961.973,24",10.099,,2025,Maio
PR,Impulso Tecnológico,"R$16.969.010,00","R$16.570.838,00","R$2.946.632,69",3.129,,2025,Maio
PR,Move + Vendas,"R$925.000,00","R$2.039.833,00","R$230.850,22",0,,2025,Maio
PR,Plural,"R$1.000.000,00","R$581.000,00","R$177.615,66",1.095,,2025,Maio
PR,Cidades e Territórios Empreendedores,"R$13.955.338,00","R$11.798.059,00","R$2.667.891,42",260,,2025,Junho
PR,Cliente 360,"R$73.989.468,00","R$64.395.715,00","R$18.624.610,79",1.844.133,,2025,Junho
PR,Conexão Financeira,"R$2.343.549,00","R$2.271.807,00","R$409.587,74",310,,2025,Junho
PR,Conexões Corporativas,"R$2.205.000,00","R$1.729.529,00","R$370.797,94",493,,2025,Junho
PR,DataBiz,"R$2.831.789,00","R$2.450.851,00","R$618.655,01",0,,2025,Junho
PR,Educação que Transforma,"R$3.795.476,00","R$3.971.720,00","R$1.120.303,64",91.678,,2025,Junho
PR,Governança Empreendedora,"R$100.000,00","R$100.000,00","R$66.434,18",0,,2025,Junho
PR,Impulsionar Negócios,"R$30.742.470,00","R$37.523.405,00","R$9.384.745,97",13.077,,2025,Junho
PR,Impulso Tecnológico,"R$16.969.010,00","R$16.680.838,00","R$4.023.508,89",4.068,,2025,Junho
PR,Move + Vendas,"R$925.000,00","R$2.039.833,00","R$363.621,47",0,,2025,Junho
PR,Plural,"R$1.000.000,00","R$581.000,00","R$239.553,88",1.653,,2025,Junho
PR,Cidades e Territórios Empreendedores,"R$13.955.338,00","R$11.798.059,00","R$3.491.248,10",565,,2025,Julho
PR,Cliente 360,"R$73.989.468,00","R$65.119.450,00","R$23.160.635,89",2.305.809,,2025,Julho
PR,Conecta Tech,"R$420.000,00","R$420.000,00","R$0,00",0,,2025,Julho
PR,Conexão Financeira,"R$2.343.549,00","R$2.271.807,00","R$492.260,65",328,,2025,Julho
PR,Conexões Corporativas,"R$2.205.000,00","R$1.729.529,00","R$451.123,02",664,,2025,Julho
PR,DataBiz,"R$2.831.789,00","R$2.450.851,00","R$797.230,50",0,,2025,Julho
PR,Educação que Transforma,"R$3.795.476,00","R$3.971.720,00","R$1.956.904,37",96.436,,2025,Julho
PR,Governança Empreendedora,"R$100.000,00","R$100.000,00","R$66.434,18",0,,2025,Julho
PR,Impulsionar Negócios,"R$30.742.470,00","R$37.685.405,00","R$11.941.645,90",15.640,,2025,Julho
PR,Impulso Tecnológico,"R$16.969.010,00","R$16.733.838,00","R$5.936.910,37",4.427,,2025,Julho
PR,Move + Vendas,"R$925.000,00","R$2.039.833,00","R$440.866,18",0,,2025,Julho
PR,Plural,"R$1.000.000,00","R$581.000,00","R$298.787,70",1.890,,2025,Julho
PR,Cidades e Territórios Empreendedores,"R$13.955.338,00","R$11.798.059,00","R$4.090.943,28",399,,2025,Agosto
PR,Cliente 360,"R$73.989.468,00","R$64.997.258,00","R$24.948.656,18",2.378.935,,2025,Agosto
PR,Conecta Tech,"R$3.360.000,00","R$3.360.000,00","R$0,00",0,,2025,Agosto
PR,Conexão Financeira,"R$2.343.549,00","R$3.737.007,00","R$525.940,24",359,,2025,Agosto
PR,Conexões Corporativas,"R$2.205.000,00","R$1.670.398,00","R$523.619,53",651,,2025,Agosto
PR,DataBiz,"R$2.831.789,00","R$2.118.304,00","R$811.243,78",0,,2025,Agosto
PR,Educação que Transforma,"R$3.795.476,00","R$4.857.962,00","R$2.128.518,76",102.965,,2025,Agosto
PR,Governança Empreendedora,"R$100.000,00","R$100.000,00","R$66.434,18",0,,2025,Agosto
PR,Impulsionar Negócios,"R$30.742.470,00","R$37.464.405,00","R$12.541.466,53",16.313,,2025,Agosto
PR,Impulso Tecnológico,"R$16.969.010,00","R$16.784.453,00","R$6.403.053,26",4.580,,2025,Agosto
PR,Move + Vendas,"R$925.000,00","R$1.839.833,00","R$461.509,21",0,,2025,Agosto
PR,Plural,"R$1.000.000,00","R$581.000,00","R$301.032,20",1.222,,2025,Agosto
PR,Conecta Tech,"R$3.360.000,00","R$3.360.000,00","R$0,00",0,,2025,Setembro
PR,Conecta Tech,"R$3.360.000,00","R$3.360.000,00","R$0,00",0,,2025,Outubro
PR,Conecta Tech,"R$3.360.000,00","R$3.360.000,00","R$0,00",0,,2025,Novembro
PE,Cidades e Territórios Empreendedores,"R$9.603.200,00","R$7.973.200,00","R$48.598,69",0.0,,2025,Janeiro
PE,Cliente 360,"R$41.607.489,00","R$39.518.690,00","R$845.590,94",70.054,,2025,Janeiro
PE,Conecta Tech,"R$421.200,00","R$421.200,00","R$0,00",0.0,,2025,Janeiro
PE,DataBiz,"R$1,00","R$1,00","R$0,00",0.0,,2025,Janeiro
PE,Educação que Transforma,"R$9.025.000,00","R$7.902.408,00","R$120.377,65",49.0,,2025,Janeiro
PE,Governança Empreendedora,"R$1.650.000,00","R$1.650.000,00","R$0,00",0.0,,2025,Janeiro
PE,Impulsionar Negócios,"R$10.301.836,00","R$6.700.362,00","R$351.541,31",219.0,,2025,Janeiro
PE,Impulso Tecnológico,"R$9.241.202,00","R$8.703.062,00","R$237.256,28",72.0,,2025,Janeiro
PE,Move + Vendas,"R$500.000,00","R$500.000,00","R$213,12",0.0,,2025,Janeiro
PE,Plural,"R$1.547.920,00","R$1.547.920,00","R$0,00",18.0,,2025,Janeiro
PE,Cidades e Territórios Empreendedores,"R$9.603.200,00","R$6.642.231,00","R$500.012,02",763.0,,2025,Fevereiro
PE,Cliente 360,"R$41.607.489,00","R$37.516.506,00","R$2.236.721,38",197.635,,2025,Fevereiro
PE,Conecta Tech,"R$421.200,00","R$421.200,00","R$0,00",0.0,,2025,Fevereiro
PE,Conexão Financeira,"R$200.000,00","R$150.000,00","R$3.967,53",0.0,,2025,Fevereiro
PE,DataBiz,"R$8,00","R$8,00","R$0,00",0.0,,2025,Fevereiro
PE,Educação que Transforma,"R$9.025.000,00","R$6.408.678,00","R$280.029,51",2.307,,2025,Fevereiro
PE,Governança Empreendedora,"R$1.650.000,00","R$1.650.000,00","R$319,82",0.0,,2025,Fevereiro
PE,Impulsionar Negócios,"R$10.301.836,00","R$5.081.072,00","R$607.452,97",745.0,,2025,Fevereiro
PE,Impulso Tecnológico,"R$9.241.202,00","R$7.645.702,00","R$466.810,84",810.0,,2025,Fevereiro
PE,Move + Vendas,"R$500.000,00","R$500.000,00","R$427,44",0.0,,2025,Fevereiro
PE,Plural,"R$1.547.920,00","R$847.920,00","R$200,00",788.0,,2025,Fevereiro
PE,Cidades e Territórios Empreendedores,"R$9.603.200,00","R$6.567.231,00","R$1.202.657,96",997.0,,2025,Março
PE,Cliente 360,"R$41.607.489,00","R$37.249.762,00","R$4.712.993,15",272.268,,2025,Março
PE,Conecta Tech,"R$3.369.600,00","R$3.369.600,00","R$0,00",0.0,,2025,Março
PE,Conexão Financeira,"R$200.000,00","R$150.000,00","R$3.967,53",0.0,,2025,Março
PE,DataBiz,"R$8,00","R$8,00","R$0,00",0.0,,2025,Março
PE,Educação que Transforma,"R$9.025.000,00","R$6.333.678,00","R$407.716,09",2.387,,2025,Março
PE,Governança Empreendedora,"R$1.650.000,00","R$1.650.000,00","R$319,82",0.0,,2025,Março
PE,Impulsionar Negócios,"R$10.301.836,00","R$5.112.593,00","R$892.739,56",1.329,,2025,Março
PE,Impulso Tecnológico,"R$9.241.202,00","R$7.645.702,00","R$684.295,14",3.01,,2025,Março
PE,Move + Vendas,"R$500.000,00","R$500.000,00","R$427,44",0.0,,2025,Março
PE,Plural,"R$1.547.920,00","R$847.920,00","R$19.624,22",788.0,,2025,Março
PE,Cidades e Territórios Empreendedores,"R$9.603.200,00","R$6.457.231,00","R$1.677.694,82",984.0,,2025,Abril
PE,Cliente 360,"R$41.607.489,00","R$37.191.765,00","R$7.310.332,77",389.538,,2025,Abril
PE,Conecta Tech,"R$3.369.600,00","R$3.369.600,00","R$0,00",0.0,,2025,Abril
PE,Conexão Financeira,"R$200.000,00","R$150.000,00","R$3.967,53",0.0,,2025,Abril
PE,DataBiz,"R$8,00","R$8,00","R$0,00",0.0,,2025,Abril
PE,Educação que Transforma,"R$9.025.000,00","R$6.133.475,00","R$593.300,56",24.683,,2025,Abril
PE,Governança Empreendedora,"R$1.650.000,00","R$1.650.000,00","R$319,82",0.0,,2025,Abril
PE,Impulsionar Negócios,"R$10.301.836,00","R$5.120.093,00","R$1.147.720,27",2.045,,2025,Abril
PE,Impulso Tecnológico,"R$9.241.202,00","R$7.474.352,00","R$1.288.874,81",4.42,,2025,Abril
PE,Move + Vendas,"R$500.000,00","R$500.000,00","R$1.774,55",0.0,,2025,Abril
PE,Plural,"R$1.547.920,00","R$847.920,00","R$20.856,66",841.0,,2025,Abril
PE,Cidades e Territórios Empreendedores,"R$9.603.200,00","R$6.567.953,00","R$2.062.726,64",1.416,,2025,Maio
PE,Cliente 360,"R$41.607.489,00","R$37.291.765,00","R$10.054.240,08",504.763,,2025,Maio
PE,Conecta Tech,"R$3.369.600,00","R$3.369.600,00","R$0,00",0.0,,2025,Maio
PE,Conexão Financeira,"R$200.000,00","R$150.000,00","R$3.967,53",0.0,,2025,Maio
PE,DataBiz,"R$8,00","R$8,00","R$0,00",0.0,,2025,Maio
PE,Educação que Transforma,"R$9.025.000,00","R$6.133.475,00","R$933.059,71",35.995,,2025,Maio
PE,Governança Empreendedora,"R$1.650.000,00","R$1.650.000,00","R$319,82",0.0,,2025,Maio
PE,Impulsionar Negócios,"R$10.301.836,00","R$5.120.093,00","R$1.583.032,60",2.788,,2025,Maio
PE,Impulso Tecnológico,"R$9.241.202,00","R$7.374.352,00","R$1.584.567,57",5.034,,2025,Maio
PE,Move + Vendas,"R$500.000,00","R$500.000,00","R$1.774,55",0.0,,2025,Maio
PE,Plural,"R$1.547.920,00","R$847.920,00","R$35.756,66",942.0,,2025,Maio
PE,Cidades e Territórios Empreendedores,"R$9.603.200,00","R$6.657.953,00","R$2.538.564,18",1.821,,2025,Junho
